Date,Time,Irradiance
1/8/2025,9:54:20,094.8
1/8/2025,10:04:20,063.5
1/8/2025,10:14:20,042.2
1/8/2025,10:24:20,035.6
1/8/2025,10:34:20,031.9
1/8/2025,10:44:20,025.7
1/8/2025,10:54:20,016.1
1/8/2025,11:04:20,006.4
1/8/2025,11:14:20,001.3
1/8/2025,11:24:20,000.1
1/8/2025,11:34:20,000.0
1/8/2025,11:44:20,000.0
1/8/2025,11:54:20,000.0
1/8/2025,12:04:20,000.0
1/8/2025,12:14:20,000.0
1/8/2025,12:24:20,000.0
1/8/2025,12:34:20,000.0
1/8/2025,12:44:20,000.0
1/8/2025,12:54:20,000.0
1/8/2025,13:04:20,000.0
1/8/2025,13:14:20,000.0
1/8/2025,13:24:20,000.0
1/8/2025,13:34:20,000.0
1/8/2025,13:44:20,000.0
1/8/2025,13:54:20,000.0
1/8/2025,14:04:20,000.0
1/8/2025,14:14:20,000.0
1/8/2025,14:24:20,000.0
1/8/2025,14:34:20,000.0
1/8/2025,14:44:20,000.0
1/8/2025,14:54:20,000.0
1/8/2025,15:04:20,000.0
1/8/2025,15:14:20,000.0
1/8/2025,15:24:20,000.0
1/8/2025,15:34:20,000.0
1/8/2025,15:44:20,000.0
1/8/2025,15:54:20,000.0
1/8/2025,16:04:20,000.0
1/8/2025,16:14:20,000.0
1/8/2025,16:24:20,000.0
1/8/2025,16:34:20,000.0
1/8/2025,16:44:20,000.0
1/8/2025,16:54:20,000.0
1/8/2025,17:04:20,000.0
1/8/2025,17:14:20,000.0
1/8/2025,17:24:20,000.0
1/8/2025,17:34:20,000.0
1/8/2025,17:44:20,000.0
1/8/2025,17:54:20,000.0
1/8/2025,18:04:20,000.0
1/8/2025,18:14:20,000.0
1/8/2025,18:24:20,000.0
1/8/2025,18:34:20,000.0
1/8/2025,18:44:20,000.0
1/8/2025,18:54:20,000.0
1/8/2025,19:04:20,000.0
1/8/2025,19:14:20,000.0
1/8/2025,19:24:20,000.0
1/8/2025,19:34:20,000.0
1/8/2025,19:44:20,000.0
1/8/2025,19:54:20,000.0
1/8/2025,20:04:20,000.0
1/8/2025,20:14:20,000.0
1/8/2025,20:24:20,000.0
1/8/2025,20:34:20,000.0
1/8/2025,20:44:20,000.0
1/8/2025,20:54:20,000.0
1/8/2025,21:04:20,000.0
1/8/2025,21:14:20,000.0
1/8/2025,21:24:20,000.0
1/8/2025,21:34:20,000.0
1/8/2025,21:44:20,000.0
1/8/2025,21:54:20,000.0
1/8/2025,22:04:20,000.0
1/8/2025,22:14:20,000.0
1/8/2025,22:24:20,000.0
1/8/2025,22:34:20,000.0
1/8/2025,22:44:20,000.2
1/8/2025,22:54:20,001.6
1/8/2025,23:04:20,008.9
1/8/2025,23:14:20,020.5
1/8/2025,23:24:20,030.6
1/8/2025,23:34:20,041.0
1/8/2025,23:44:20,052.8
1/8/2025,23:54:20,063.3
1/9/2025,0:04:20,072.9
1/9/2025,0:14:20,074.1
1/9/2025,0:24:20,098.9
1/9/2025,0:34:20,107.5
1/9/2025,0:44:20,111.6
1/9/2025,0:54:20,107.0
1/9/2025,1:04:20,142.4
1/9/2025,1:14:20,173.2
1/9/2025,1:24:20,206.8
1/9/2025,1:34:20,130.8
1/9/2025,1:44:20,107.8
1/9/2025,1:54:20,201.2
1/9/2025,2:04:20,208.4
1/9/2025,2:14:20,177.9
1/9/2025,2:24:20,193.8
1/9/2025,2:34:20,255.8
1/9/2025,2:44:20,269.4
1/9/2025,2:54:20,288.5
1/9/2025,3:04:20,265.0
1/9/2025,3:14:20,254.4
1/9/2025,3:24:20,255.5
1/9/2025,3:34:20,308.7
1/9/2025,3:44:20,260.2
1/9/2025,3:54:20,289.1
1/9/2025,4:04:20,323.0
1/9/2025,4:14:20,321.8
1/9/2025,4:24:20,405.7
1/9/2025,4:34:20,355.3
1/9/2025,4:44:20,317.5
1/9/2025,4:54:20,249.2
1/9/2025,5:04:20,330.7
1/9/2025,5:14:20,384.0
1/9/2025,5:24:20,350.8
1/9/2025,5:34:20,339.7
1/9/2025,5:44:20,329.6
1/9/2025,5:54:20,295.0
1/9/2025,6:04:20,303.2
1/9/2025,6:14:20,305.2
1/9/2025,6:24:20,320.9
1/9/2025,6:34:20,362.0
1/9/2025,6:44:20,283.2
1/9/2025,6:54:20,315.6
1/9/2025,7:04:20,304.2
1/9/2025,7:14:20,301.4
1/9/2025,7:24:20,229.5
1/9/2025,7:34:20,234.8
1/9/2025,7:44:20,046.9
1/9/2025,7:54:20,018.2
1/9/2025,8:04:20,028.5
1/9/2025,8:14:20,038.6
1/9/2025,8:24:20,032.5
1/9/2025,8:34:20,026.5
1/9/2025,8:44:20,025.2
1/9/2025,8:54:20,029.5
1/9/2025,9:04:20,030.9
1/9/2025,9:14:20,031.8
1/9/2025,9:24:20,037.0
1/9/2025,9:34:20,046.4
1/9/2025,9:44:20,061.4
1/9/2025,9:54:20,065.5
1/9/2025,10:04:20,055.0
1/9/2025,10:14:20,038.5
1/9/2025,10:24:20,025.4
1/9/2025,10:34:20,017.7
1/9/2025,10:44:20,013.2
1/9/2025,10:54:20,007.3
1/9/2025,11:04:20,002.2
1/9/2025,11:14:20,000.3
1/9/2025,11:24:20,000.0
1/9/2025,11:34:20,000.0
1/9/2025,11:44:20,000.0
1/9/2025,11:54:20,000.0
1/9/2025,12:04:20,000.0
1/9/2025,12:14:20,000.0
1/9/2025,12:24:20,000.0
1/9/2025,12:34:20,000.0
1/9/2025,12:44:20,000.0
1/9/2025,12:54:20,000.0
1/9/2025,13:04:20,000.0
1/9/2025,13:14:20,000.0
1/9/2025,13:24:20,000.0
1/9/2025,13:34:20,000.0
1/9/2025,13:44:20,000.0
1/9/2025,13:54:20,000.0
1/9/2025,14:04:20,000.0
1/9/2025,14:14:20,000.0
1/9/2025,14:24:20,000.0
1/9/2025,14:34:20,000.0
1/9/2025,14:44:20,000.0
1/9/2025,14:54:20,000.0
1/9/2025,15:04:20,000.0
1/9/2025,15:14:20,000.0
1/9/2025,15:24:20,000.0
1/9/2025,15:34:20,000.0
1/9/2025,15:44:20,000.0
1/9/2025,15:54:20,000.0
1/9/2025,16:04:20,000.0
1/9/2025,16:14:20,000.0
1/9/2025,16:24:20,000.0
1/9/2025,16:34:20,000.0
1/9/2025,16:44:20,000.0
1/9/2025,16:54:20,000.0
1/9/2025,17:04:20,000.0
1/9/2025,17:14:20,000.0
1/9/2025,17:24:20,000.0
1/9/2025,17:34:20,000.0
1/9/2025,17:44:20,000.0
1/9/2025,17:54:20,000.0
1/9/2025,18:04:20,000.0
1/9/2025,18:14:20,000.0
1/9/2025,18:24:20,000.0
1/9/2025,18:34:20,000.0
1/9/2025,18:44:20,000.0
1/9/2025,18:54:20,000.0
1/9/2025,19:04:20,000.0
1/9/2025,19:14:20,000.0
1/9/2025,19:24:20,000.0
1/9/2025,19:34:20,000.0
1/9/2025,19:44:20,000.0
1/9/2025,19:54:20,000.0
1/9/2025,20:04:20,000.0
1/9/2025,20:14:20,000.0
1/9/2025,20:24:20,000.0
1/9/2025,20:34:20,000.0
1/9/2025,20:44:20,000.0
1/9/2025,20:54:20,000.0
1/9/2025,21:04:20,000.0
1/9/2025,21:14:20,000.0
1/9/2025,21:24:20,000.0
1/9/2025,21:34:20,000.0
1/9/2025,21:44:20,000.0
1/9/2025,21:54:20,000.0
1/9/2025,22:04:20,000.0
1/9/2025,22:14:20,000.0
1/9/2025,22:24:20,000.0
1/9/2025,22:34:20,000.0
1/9/2025,22:44:20,000.2
1/9/2025,22:54:20,001.6
1/9/2025,23:04:20,006.3
1/9/2025,23:14:20,010.0
1/9/2025,23:24:20,013.5
1/9/2025,23:34:20,026.8
1/9/2025,23:44:20,039.1
1/9/2025,23:54:20,061.4
1/10/2025,0:04:20,068.1
1/10/2025,0:14:20,087.8
1/10/2025,0:24:20,063.0
1/10/2025,0:34:20,074.9
1/10/2025,0:44:20,078.8
1/10/2025,0:54:20,118.0
1/10/2025,1:04:20,171.4
1/10/2025,1:14:20,276.9
1/10/2025,1:24:20,280.3
1/10/2025,1:34:20,311.1
1/10/2025,1:44:20,325.9
1/10/2025,1:54:20,255.7
1/10/2025,2:04:20,235.2
1/10/2025,2:14:20,275.0
1/10/2025,2:24:20,190.3
1/10/2025,2:34:20,178.7
1/10/2025,2:44:20,667.7
1/10/2025,2:54:20,728.7
